rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,temperature,humidity,pressure,wind_speed,elevation_m,slope_deg,drainage_proximity_m,soil_saturation_pct,historical_flood_events,predicted_rainfall_6h_mm,rainfall_category,flood_probability,water_depth_m,flood_risk_level
1.7,4.2,8.0,12.7,18.8,27.8,62.1,1004.2,30.0,3.1,5.7,1118.6,36.1,5,65.5,MODERATE,0.19,0.0,LOW
11.7,25.0,50.8,92.6,136.6,35.4,75.0,1001.9,36.9,6.6,4.4,766.1,79.1,4,70.3,MODERATE,0.87,1.8,CRITICAL
3.5,6.8,13.6,24.7,40.5,31.7,71.5,1002.8,37.7,9.8,5.4,775.9,47.5,7,44.3,MODERATE,0.25,0.0,LOW
5.2,10.1,15.5,29.2,44.7,33.3,61.4,1018.6,19.4,27.0,0.9,213.3,44.0,3,29.2,LOW,0.25,0.0,LOW
1.4,2.7,5.7,8.5,14.3,28.7,55.3,1009.8,27.1,16.8,8.9,58.0,35.9,3,44.8,MODERATE,0.22,0.0,LOW
9.6,24.8,46.4,74.7,112.0,31.9,72.1,1002.5,31.7,57.7,0.8,2347.2,67.6,1,67.9,MODERATE,0.05,0.0,LOW
0.2,0.4,0.7,1.1,1.5,31.2,57.9,1010.9,26.7,6.7,7.4,74.7,36.8,6,33.4,LOW,0.23,0.0,LOW
3.6,7.1,13.3,22.9,35.0,30.8,68.8,1002.2,34.4,39.0,1.8,290.4,44.8,1,51.2,MODERATE,0.19,0.0,LOW
1.6,3.6,6.9,10.8,19.2,29.6,63.3,1015.0,29.9,8.0,0.7,131.8,34.3,7,23.5,LOW,0.29,0.0,MODERATE
9.8,20.9,33.5,60.8,103.4,31.5,66.5,1008.1,35.7,7.1,1.5,286.6,58.2,5,54.3,MODERATE,0.81,1.71,CRITICAL
21.7,51.3,91.9,128.7,180.6,29.5,65.0,1004.1,29.5,14.4,1.0,153.2,80.9,4,80.1,MODERATE,0.98,1.89,CRITICAL
3.4,7.9,13.7,19.6,29.3,29.3,65.5,1008.8,24.2,3.3,2.7,878.3,42.1,7,49.2,MODERATE,0.27,0.0,LOW
17.6,40.1,70.0,116.2,204.9,30.7,71.5,991.6,60.1,10.7,10.8,1327.0,89.8,5,117.5,HIGH,0.95,1.92,CRITICAL
13.4,28.9,45.2,89.4,121.7,25.5,81.9,995.4,43.3,9.9,1.7,215.5,67.7,6,120.2,HIGH,0.97,1.89,CRITICAL
34.8,69.9,112.6,217.9,310.9,30.7,75.6,994.9,53.4,5.1,3.6,42.7,89.4,4,123.0,HIGH,0.98,2.0,CRITICAL
12.3,30.7,49.6,99.0,141.7,32.6,73.1,1006.2,26.6,37.5,8.1,428.7,83.4,3,49.7,MODERATE,0.65,0.6,HIGH
0.1,0.3,0.4,0.7,1.2,30.5,54.2,1019.7,18.3,10.8,3.8,194.6,39.6,5,10.2,LOW,0.14,0.0,LOW
1.1,3.0,6.3,9.1,13.6,30.9,52.4,1022.0,16.2,74.2,1.9,1636.3,44.7,1,18.8,LOW,0.05,0.0,LOW
3.2,6.3,10.4,16.5,22.1,30.9,60.4,1010.4,37.6,43.4,16.7,50.6,43.4,1,42.2,MODERATE,0.07,0.0,LOW
0.1,0.3,0.5,0.8,1.3,32.0,69.5,1009.3,23.9,5.9,1.0,63.2,35.7,7,29.1,LOW,0.29,0.0,MODERATE
3.3,8.3,14.2,21.0,28.4,28.2,77.2,989.7,45.2,14.7,2.9,471.8,44.8,4,92.1,HIGH,0.51,0.92,HIGH
22.9,60.9,124.9,197.4,316.5,31.1,75.4,1000.4,36.3,18.6,5.9,555.2,91.1,6,67.2,MODERATE,0.98,1.84,CRITICAL
22.9,48.2,73.9,106.0,164.7,34.2,71.9,998.3,50.3,32.8,0.3,257.0,84.3,3,90.9,HIGH,0.94,1.21,CRITICAL
11.0,27.5,45.0,75.8,117.2,28.7,62.8,999.7,55.1,41.0,4.5,138.4,62.4,3,68.8,MODERATE,0.66,0.54,HIGH
27.2,52.9,87.1,132.9,177.3,26.2,66.8,1003.6,68.2,19.6,1.4,155.9,87.4,3,82.9,MODERATE,0.97,1.86,CRITICAL
11.7,28.2,62.0,90.1,146.0,32.2,65.8,1001.0,57.1,2.6,1.0,171.7,76.0,6,92.8,HIGH,0.98,1.98,CRITICAL
0.1,0.3,0.5,0.9,1.3,32.6,82.1,988.2,44.6,13.8,1.4,112.0,26.3,6,87.2,MODERATE,0.44,0.42,MODERATE
1.2,3.0,4.8,7.8,11.7,32.5,57.5,1011.4,21.3,40.9,12.2,737.5,38.6,2,24.5,LOW,0.05,0.0,LOW
0.3,0.9,1.5,2.5,4.1,26.7,80.4,995.9,38.0,24.5,8.1,40.6,29.6,6,72.9,MODERATE,0.23,0.0,LOW
0.6,1.3,2.1,3.9,6.3,30.6,66.4,1007.0,28.7,38.7,1.1,213.8,34.0,1,63.9,MODERATE,0.15,0.0,LOW
0.2,0.5,0.8,1.2,1.6,30.2,54.1,1022.0,24.2,22.2,0.7,538.2,34.6,5,25.1,LOW,0.09,0.0,LOW
7.1,14.1,29.1,54.5,74.3,31.2,78.0,997.2,53.2,2.8,1.9,16.5,47.9,5,95.6,HIGH,0.9,1.99,CRITICAL
28.5,63.7,117.6,166.5,236.1,24.4,90.5,983.5,51.0,64.0,3.4,814.5,89.7,2,147.4,HIGH,0.96,0.88,CRITICAL
15.1,33.1,64.3,107.1,175.5,29.6,70.4,1002.6,37.6,47.0,7.4,480.6,83.6,1,61.9,MODERATE,0.74,0.72,HIGH
2.7,5.6,9.7,17.0,27.1,29.4,57.2,1014.4,37.8,4.4,12.1,44.0,46.2,5,35.9,LOW,0.34,0.64,HIGH
2.4,6.2,11.7,23.1,38.8,33.3,46.4,1021.6,15.3,4.2,5.2,871.4,43.4,5,2.0,LOW,0.12,0.0,LOW
6.8,13.8,23.1,40.3,67.3,28.3,73.4,994.5,38.9,15.9,3.5,268.9,54.9,5,87.2,MODERATE,0.73,1.28,CRITICAL
10.5,25.4,43.5,65.0,112.3,31.7,62.1,1009.2,28.0,27.5,0.8,416.4,65.4,2,47.0,MODERATE,0.64,0.97,HIGH
5.0,13.1,25.6,43.8,65.2,30.2,72.2,1001.0,35.2,10.7,0.6,827.2,50.8,7,65.9,MODERATE,0.51,0.85,HIGH
2.2,5.8,9.3,15.3,22.5,28.1,67.5,1004.1,35.2,4.6,3.5,824.4,32.8,5,61.0,MODERATE,0.26,0.0,LOW
3.8,9.6,18.5,31.2,53.5,34.6,58.4,1022.0,14.6,14.9,3.0,214.7,49.1,5,24.3,LOW,0.37,0.48,MODERATE
5.3,10.7,22.5,34.1,48.4,28.8,75.6,992.2,40.6,9.4,6.8,118.1,52.0,5,113.6,HIGH,0.81,1.67,CRITICAL
4.2,10.7,17.0,28.9,44.3,28.5,66.5,1007.2,66.1,9.8,1.7,128.1,42.5,4,72.0,MODERATE,0.65,1.14,HIGH
2.6,5.5,11.7,17.4,24.3,36.8,71.3,1009.0,29.6,20.6,0.4,566.8,40.6,4,81.6,MODERATE,0.36,0.38,MODERATE
4.3,11.2,17.4,32.2,56.6,33.1,62.9,1014.2,23.1,41.0,2.2,1022.4,50.2,1,39.4,LOW,0.08,0.0,LOW
34.3,84.6,147.6,259.3,390.0,30.4,67.6,1005.8,51.3,16.7,12.5,43.5,95.5,4,111.5,HIGH,0.98,1.75,CRITICAL
0.1,0.4,0.7,1.0,1.4,34.6,63.4,1007.6,26.1,22.9,5.9,20.8,35.5,5,51.1,MODERATE,0.2,0.0,LOW
17.0,33.5,63.4,122.6,201.7,34.8,68.0,1001.7,32.5,21.4,0.4,672.9,91.4,4,77.0,MODERATE,0.96,1.68,CRITICAL
0.0,0.0,0.1,0.1,0.2,30.6,62.4,1007.3,38.2,16.4,7.6,200.7,35.0,3,47.0,MODERATE,0.17,0.0,LOW
3.3,8.5,17.5,27.8,49.3,31.2,68.1,1002.1,32.8,8.7,2.5,138.0,46.1,5,68.5,MODERATE,0.66,1.21,CRITICAL
1.0,2.7,5.9,8.4,12.5,28.9,68.1,1010.3,34.8,10.5,1.9,94.3,32.8,4,54.6,MODERATE,0.38,0.72,HIGH
10.9,21.0,34.1,60.7,99.1,29.9,69.9,1001.9,33.1,8.8,1.8,176.6,60.8,6,54.5,MODERATE,0.82,1.53,CRITICAL
0.2,0.6,1.3,2.1,3.1,30.6,59.2,1008.2,24.4,46.9,3.5,1366.6,37.8,1,48.7,MODERATE,0.05,0.0,LOW
6.8,13.2,25.0,48.7,82.9,31.1,77.6,1004.8,33.5,33.5,2.9,1449.8,58.4,3,53.8,MODERATE,0.14,0.0,LOW
1.3,3.2,6.8,9.7,16.9,32.8,62.5,1014.6,19.3,17.6,4.0,168.0,47.0,3,40.5,MODERATE,0.27,0.0,LOW
0.8,2.0,3.3,4.6,7.9,32.0,61.8,1004.6,39.2,45.8,3.3,1275.0,41.9,0,61.2,MODERATE,0.05,0.0,LOW
17.2,34.2,70.3,138.4,238.6,29.2,78.3,989.9,51.0,41.2,0.8,150.5,96.2,2,127.3,HIGH,0.98,1.3,CRITICAL
0.8,1.5,2.3,4.6,6.2,29.1,60.5,1015.7,37.0,49.3,1.3,747.4,26.6,1,22.5,LOW,0.05,0.0,LOW
2.8,7.1,14.9,21.2,37.3,27.3,83.2,997.3,47.5,6.5,6.7,105.5,53.2,5,80.1,MODERATE,0.68,1.23,CRITICAL
2.5,5.5,10.8,19.8,32.0,28.6,67.4,999.4,34.7,24.8,4.1,680.6,45.1,4,81.5,MODERATE,0.28,0.0,MODERATE
8.4,16.6,29.2,44.7,77.6,29.3,77.4,999.9,45.4,18.9,2.4,180.9,58.4,4,71.6,MODERATE,0.73,1.23,CRITICAL
4.3,10.8,17.7,32.3,53.0,34.9,66.2,1016.7,23.7,25.8,1.0,97.8,54.0,2,22.1,LOW,0.33,0.21,MODERATE
0.2,0.6,1.2,2.3,3.2,25.3,79.8,986.8,54.8,7.5,0.3,1052.4,36.0,7,108.9,HIGH,0.36,0.61,HIGH
0.2,0.6,1.1,1.7,2.7,32.1,53.6,1022.0,24.3,23.4,1.6,106.6,30.4,3,10.5,LOW,0.1,0.0,LOW
1.6,3.2,5.5,8.5,11.5,34.3,56.2,1014.0,25.0,11.5,0.5,1842.0,45.4,5,30.4,LOW,0.05,0.0,LOW
2.4,4.6,8.3,11.8,19.4,30.2,66.0,1006.9,30.5,34.3,2.6,58.7,36.5,3,58.9,MODERATE,0.23,0.0,LOW
15.0,36.8,76.5,109.1,164.2,31.8,68.7,1004.5,36.0,30.6,6.3,18.8,75.2,3,78.7,MODERATE,0.92,1.51,CRITICAL
10.2,23.8,41.3,58.6,80.6,30.7,69.9,1007.4,27.7,6.3,1.5,792.6,56.0,4,60.4,MODERATE,0.61,1.22,CRITICAL
6.1,14.9,23.3,43.7,78.3,31.9,70.5,1009.4,24.5,5.7,6.9,350.7,54.6,6,55.0,MODERATE,0.65,1.22,CRITICAL
1.7,4.5,9.5,15.0,26.3,30.9,60.4,1010.5,29.4,24.8,4.6,223.1,42.3,4,39.6,LOW,0.21,0.0,LOW
4.1,9.2,16.3,27.7,48.3,33.0,54.9,1009.7,24.7,16.4,0.8,47.5,47.8,3,36.9,LOW,0.48,0.72,HIGH
12.1,24.2,42.2,79.1,134.0,26.9,67.8,1005.8,27.3,16.7,3.9,340.1,78.6,4,45.5,MODERATE,0.83,1.35,CRITICAL
6.9,18.4,30.2,51.2,84.2,29.5,71.3,1003.3,29.1,27.1,0.9,205.2,60.5,3,77.4,MODERATE,0.72,1.11,HIGH
11.5,26.8,57.1,94.6,154.0,31.2,70.8,1003.7,36.2,36.8,4.0,266.1,73.1,2,84.8,MODERATE,0.87,1.28,CRITICAL
9.8,23.5,38.8,54.5,73.8,31.8,68.2,1003.3,32.7,6.9,0.8,393.2,51.7,6,75.7,MODERATE,0.76,1.55,CRITICAL
3.0,8.0,15.6,27.2,47.5,35.7,61.5,1014.6,28.7,16.6,2.0,403.2,46.1,4,42.2,MODERATE,0.35,0.53,MODERATE
2.4,6.4,13.5,19.8,34.5,30.4,72.1,1010.0,26.0,33.8,3.2,1243.9,42.6,3,40.6,MODERATE,0.05,0.0,LOW
21.7,51.2,78.0,145.0,242.7,31.0,90.3,980.0,58.3,39.1,0.5,419.5,87.4,2,130.3,HIGH,0.98,1.19,CRITICAL
1.1,2.2,4.7,7.3,12.8,29.8,62.2,1010.6,25.9,8.1,0.9,172.6,33.0,4,50.2,MODERATE,0.37,0.66,HIGH
8.7,23.6,42.2,76.1,120.0,34.2,64.7,1006.7,34.1,4.0,1.7,167.0,69.4,6,59.7,MODERATE,0.91,1.79,CRITICAL
11.0,26.8,52.5,93.9,143.1,32.7,67.8,1004.8,31.1,6.8,2.5,261.4,72.1,5,67.8,MODERATE,0.94,2.09,CRITICAL
16.3,36.3,63.9,113.0,201.6,27.9,79.3,1001.7,57.3,54.4,7.1,129.1,85.2,0,96.4,HIGH,0.92,0.96,CRITICAL
2.1,5.0,9.9,15.5,23.7,32.8,60.0,1014.6,39.6,13.2,1.0,194.5,44.0,5,39.4,LOW,0.35,0.44,MODERATE
0.9,1.9,3.2,5.0,8.1,31.7,62.0,1013.1,34.2,11.8,1.8,716.4,41.5,5,46.0,MODERATE,0.18,0.0,LOW
0.9,2.4,3.6,6.9,10.3,31.3,71.3,998.4,54.3,2.2,2.6,761.5,36.6,5,77.5,MODERATE,0.35,0.86,HIGH
9.0,20.5,44.4,62.5,101.1,30.6,71.3,1008.5,28.6,2.9,1.5,390.6,71.7,5,37.2,LOW,0.79,1.72,CRITICAL
24.9,63.7,96.2,145.2,241.1,28.8,84.9,996.7,42.0,21.9,3.7,347.2,99.0,5,121.1,HIGH,0.98,1.78,CRITICAL
11.9,30.6,63.5,112.1,180.8,32.5,80.1,993.3,50.2,18.0,1.3,226.7,87.2,4,111.8,HIGH,0.98,1.94,CRITICAL
1.4,3.5,5.6,10.7,16.6,29.7,73.2,999.7,42.4,17.4,5.5,398.9,37.2,4,59.6,MODERATE,0.24,0.0,LOW
11.7,29.1,51.6,83.3,120.8,33.7,62.9,1012.3,37.6,4.1,2.8,638.3,69.6,5,36.8,LOW,0.76,1.7,CRITICAL
8.4,21.6,44.8,80.3,130.2,31.2,50.2,1013.1,29.2,9.8,0.6,523.8,64.7,5,42.2,MODERATE,0.8,1.55,CRITICAL
3.4,7.5,12.3,21.4,37.5,35.4,68.8,1009.4,72.2,32.1,3.8,28.7,40.9,3,78.0,MODERATE,0.41,0.1,MODERATE
4.3,8.6,18.1,26.1,34.0,29.8,64.3,1011.2,24.5,5.5,3.2,514.1,35.9,5,11.2,LOW,0.19,0.0,LOW
8.5,21.9,40.5,71.8,98.2,29.7,67.2,1009.4,37.2,40.6,1.7,498.7,58.9,1,62.8,MODERATE,0.45,0.11,MODERATE
10.8,24.7,43.4,82.0,111.5,33.7,69.3,999.5,42.5,4.3,0.3,54.6,59.5,8,76.3,MODERATE,0.93,2.04,CRITICAL
17.8,35.7,70.1,139.8,246.3,30.1,63.7,1008.7,33.0,5.3,1.1,76.9,93.1,4,59.7,MODERATE,0.98,1.87,CRITICAL
0.5,1.0,1.7,2.4,4.0,35.6,61.1,1011.8,23.6,13.7,2.1,604.3,32.4,6,37.4,LOW,0.13,0.0,LOW
4.8,9.7,16.9,30.4,53.9,33.8,68.5,1011.4,33.1,54.3,1.1,326.1,51.2,2,40.8,MODERATE,0.13,0.0,LOW
3.5,8.7,17.5,28.9,46.0,31.7,58.6,1015.1,35.5,9.2,3.3,670.1,51.4,5,41.9,MODERATE,0.33,0.58,MODERATE
14.6,35.9,61.7,86.7,132.8,27.0,74.1,1011.0,23.2,21.3,4.7,92.6,77.4,3,54.1,MODERATE,0.86,1.53,CRITICAL
12.8,26.3,43.2,76.4,129.6,31.0,68.3,1008.0,32.2,18.0,7.1,26.8,68.9,3,70.0,MODERATE,0.89,1.6,CRITICAL
9.5,24.6,50.8,74.9,103.3,32.2,54.9,1014.1,22.1,4.9,3.9,82.1,65.0,5,45.2,MODERATE,0.84,1.72,CRITICAL
4.9,10.3,21.3,34.7,51.7,33.6,68.1,1004.8,64.1,7.1,4.4,244.0,50.9,6,59.8,MODERATE,0.6,1.29,CRITICAL
15.7,39.8,73.5,114.4,175.4,33.6,71.2,997.5,40.3,49.9,3.6,296.5,89.6,2,78.8,MODERATE,0.87,0.98,CRITICAL
3.0,6.8,12.7,20.5,29.7,28.8,58.7,1003.6,30.9,5.7,15.1,755.9,47.1,4,53.0,MODERATE,0.19,0.0,LOW
5.7,14.3,28.3,48.0,71.4,31.8,81.6,998.7,37.7,23.4,1.4,493.6,61.1,3,105.7,HIGH,0.74,1.15,HIGH
2.8,6.1,11.3,18.2,24.4,31.8,76.6,999.3,41.7,62.2,1.4,1780.1,33.4,2,72.9,MODERATE,0.05,0.0,LOW
13.2,28.7,51.4,88.9,124.4,33.2,72.2,1003.8,29.3,4.3,0.8,46.2,65.9,5,67.2,MODERATE,0.94,1.98,CRITICAL
39.6,101.9,223.7,345.3,506.8,31.0,74.7,998.3,41.7,11.2,2.6,68.0,95.2,5,117.2,HIGH,0.98,1.76,CRITICAL
1.9,3.7,5.9,10.6,17.9,25.5,63.7,1002.4,51.5,6.6,0.7,48.5,42.8,5,71.8,MODERATE,0.61,1.07,HIGH
0.7,1.9,3.5,6.8,9.4,28.1,78.9,988.9,59.0,6.5,1.4,308.8,37.0,7,110.0,HIGH,0.65,1.29,CRITICAL
11.7,28.4,60.1,92.3,136.0,28.0,71.3,1006.8,26.1,4.3,2.6,133.0,70.0,7,65.3,MODERATE,0.94,1.79,CRITICAL
5.7,12.7,25.3,43.0,57.4,30.2,63.3,1005.0,67.5,20.9,11.4,452.3,54.7,4,63.3,MODERATE,0.35,0.34,MODERATE
22.3,53.6,113.5,203.0,320.5,32.2,61.4,998.1,44.1,26.7,11.9,69.1,80.1,2,88.2,MODERATE,0.98,1.53,CRITICAL
1.4,2.7,4.7,8.2,13.1,32.2,62.9,1010.6,23.1,22.3,5.1,56.4,42.6,3,2.0,LOW,0.11,0.0,LOW
0.3,0.7,1.1,1.8,3.2,34.6,61.5,1013.0,19.3,48.5,2.0,249.3,36.3,0,55.3,MODERATE,0.08,0.0,LOW
7.9,21.3,44.6,79.7,136.3,29.7,80.1,991.3,42.9,4.8,7.3,194.1,70.0,6,100.4,HIGH,0.96,1.83,CRITICAL
0.9,1.8,3.2,4.6,6.6,26.6,77.3,998.5,48.6,8.9,7.6,686.5,39.3,4,84.7,MODERATE,0.28,0.0,MODERATE
2.9,7.3,14.5,23.5,32.2,23.5,76.9,998.5,34.2,9.6,8.7,705.6,41.9,5,105.0,HIGH,0.47,0.8,HIGH
1.3,3.0,4.8,8.2,11.3,30.0,76.2,997.0,37.7,6.8,3.9,62.5,38.3,4,72.2,MODERATE,0.51,0.75,HIGH
1.4,3.3,6.8,9.6,17.1,31.1,68.9,1012.1,31.5,4.8,1.1,650.8,39.5,7,74.5,MODERATE,0.41,0.76,HIGH
0.7,1.4,2.6,4.5,7.3,28.0,62.2,1003.4,36.1,14.0,0.6,330.6,40.7,4,64.2,MODERATE,0.34,0.51,MODERATE
24.8,56.4,95.2,170.6,225.4,26.1,72.8,1002.8,41.9,34.4,8.9,281.1,90.8,2,93.3,HIGH,0.97,1.41,CRITICAL
4.3,11.7,21.5,39.9,54.6,26.5,85.2,988.0,55.8,57.6,0.5,52.8,40.5,0,121.8,HIGH,0.49,0.1,MODERATE
2.2,4.6,9.2,13.4,20.7,30.9,58.0,1010.4,22.3,4.5,1.5,526.3,33.7,7,26.0,LOW,0.22,0.0,LOW
20.9,50.3,75.9,151.3,212.4,30.9,69.4,994.5,56.0,33.2,2.6,38.4,84.6,3,80.9,MODERATE,0.97,1.42,CRITICAL
6.7,15.9,31.0,54.6,93.0,31.2,64.4,1005.5,28.9,33.3,0.4,138.6,62.9,2,42.6,MODERATE,0.57,0.56,HIGH
5.2,12.2,23.0,37.1,58.9,35.0,63.3,1007.4,31.4,10.9,8.6,53.1,54.0,4,65.0,MODERATE,0.64,1.06,HIGH
4.2,10.1,16.8,26.0,41.8,29.7,63.1,1016.6,23.8,4.1,1.5,302.5,54.8,7,21.8,LOW,0.43,0.81,HIGH
17.9,41.1,83.4,145.4,222.7,31.4,74.3,993.9,40.2,84.9,0.4,408.8,84.9,0,78.9,MODERATE,0.76,0.16,CRITICAL
31.4,60.2,103.0,198.7,283.8,27.3,84.7,979.3,83.6,21.2,18.0,856.7,96.5,3,152.6,EXTREME,0.98,1.75,CRITICAL
5.9,15.4,26.1,44.7,71.3,32.6,64.2,1006.6,31.1,74.5,1.6,518.0,44.9,1,62.2,MODERATE,0.08,0.0,LOW
5.5,14.1,25.8,46.4,77.0,31.7,61.9,1020.3,12.2,13.9,7.6,1248.8,56.3,6,23.9,LOW,0.15,0.0,LOW
2.4,4.9,9.8,15.7,23.4,34.8,60.2,1015.5,38.8,11.1,2.4,558.8,42.7,5,41.9,MODERATE,0.25,0.0,LOW
2.0,4.4,9.4,15.3,23.8,31.7,66.2,1006.8,32.6,7.1,4.1,149.5,42.8,4,67.3,MODERATE,0.52,0.98,HIGH
17.3,43.6,69.7,109.5,188.4,28.4,71.3,1000.8,41.3,76.0,1.3,316.4,85.3,1,91.9,HIGH,0.78,0.28,CRITICAL
4.4,11.7,20.8,37.9,52.1,31.6,69.5,1011.9,26.3,7.3,2.7,247.7,49.9,5,47.0,MODERATE,0.56,1.21,CRITICAL
21.3,56.8,87.8,141.8,223.0,29.0,71.4,996.7,50.3,2.4,1.3,332.2,83.8,6,92.8,HIGH,0.98,2.06,CRITICAL
0.3,0.7,1.4,2.2,3.2,32.5,71.9,1009.0,23.5,14.9,10.9,337.6,40.2,6,60.5,MODERATE,0.19,0.0,LOW
2.8,5.7,10.3,16.6,27.5,28.3,66.2,1009.3,25.5,10.5,0.5,475.2,43.8,7,50.7,MODERATE,0.36,0.56,MODERATE
10.4,27.5,54.8,104.7,137.1,31.8,60.6,1014.0,23.2,7.5,1.4,47.9,74.5,4,30.4,LOW,0.9,1.91,CRITICAL
0.9,2.4,4.1,7.5,12.2,34.0,67.5,1022.0,10.6,20.1,8.1,536.9,37.0,4,37.1,LOW,0.1,0.0,LOW
13.3,29.4,61.5,98.4,132.9,31.2,60.6,1008.3,33.8,10.2,2.6,74.0,69.9,5,57.4,MODERATE,0.92,1.81,CRITICAL
24.6,54.5,102.2,198.7,264.7,33.5,70.2,1000.7,35.8,11.3,3.5,25.1,92.6,5,94.2,HIGH,0.98,2.03,CRITICAL
12.4,28.0,60.5,87.5,145.4,32.6,62.5,1004.8,30.2,2.4,4.0,293.0,82.9,6,56.0,MODERATE,0.94,2.07,CRITICAL
10.7,25.9,40.3,57.7,93.4,28.6,85.2,990.0,42.8,18.0,0.6,346.0,53.7,3,125.3,HIGH,0.9,1.54,CRITICAL
10.8,22.8,42.4,62.6,109.4,30.4,81.7,999.1,43.6,4.3,0.4,28.5,57.9,6,72.7,MODERATE,0.92,1.94,CRITICAL
19.4,37.2,75.8,111.4,173.8,30.9,79.6,1001.5,45.3,6.3,10.0,290.3,84.1,6,111.3,HIGH,0.98,2.01,CRITICAL
14.2,28.5,54.7,79.5,124.4,31.1,78.2,1000.5,36.0,24.7,1.4,305.6,67.5,4,62.3,MODERATE,0.8,1.17,CRITICAL
6.1,13.8,21.0,37.7,62.4,26.3,66.5,1006.3,32.7,8.8,2.0,35.5,52.8,5,41.4,MODERATE,0.65,1.23,CRITICAL
35.9,76.4,166.6,293.3,428.7,29.0,72.3,998.0,36.6,5.2,4.3,487.5,89.9,6,103.9,HIGH,0.98,2.17,CRITICAL
2.3,5.8,9.9,17.7,23.4,28.3,52.6,1014.5,25.4,17.5,1.2,104.7,44.5,6,18.6,LOW,0.24,0.0,LOW
32.1,63.6,106.6,193.2,273.4,33.9,78.7,1005.0,27.5,6.4,4.9,616.2,88.6,5,84.3,MODERATE,0.98,2.12,CRITICAL
0.4,1.1,2.1,3.9,5.5,30.5,70.9,1004.9,32.8,7.7,2.4,156.5,30.5,4,53.9,MODERATE,0.34,0.67,HIGH
1.1,2.9,5.4,8.2,12.1,29.8,68.3,1002.2,38.5,19.5,7.1,262.0,34.4,3,55.2,MODERATE,0.2,0.0,LOW
4.5,11.9,24.2,43.0,76.2,33.1,74.1,1006.3,46.1,26.2,1.4,860.2,55.1,3,72.6,MODERATE,0.42,0.34,MODERATE
1.7,4.2,7.5,13.1,22.4,32.7,58.1,1012.0,24.1,26.2,1.1,638.5,34.9,4,33.2,LOW,0.1,0.0,LOW
14.9,29.5,53.4,105.0,185.6,26.9,76.4,997.6,46.5,13.8,6.5,593.6,85.8,5,102.9,HIGH,0.97,1.69,CRITICAL
1.5,3.4,6.4,9.8,17.6,29.7,72.1,999.4,40.4,12.9,1.7,81.5,40.1,8,74.9,MODERATE,0.52,0.82,HIGH
30.9,62.0,110.1,158.1,239.8,29.5,73.8,1002.4,51.0,29.9,2.2,33.7,88.2,2,89.1,MODERATE,0.98,1.67,CRITICAL
4.1,10.9,23.4,41.9,59.2,24.8,77.3,993.6,43.2,5.9,5.8,368.7,52.3,6,101.8,HIGH,0.78,1.55,CRITICAL
4.4,9.6,20.2,37.2,58.8,28.0,66.8,998.0,37.6,5.0,3.8,215.9,43.1,6,50.3,MODERATE,0.59,1.26,CRITICAL
2.7,6.3,11.5,18.0,31.3,29.7,72.1,1001.0,49.0,21.7,2.3,926.1,38.8,5,43.9,MODERATE,0.12,0.0,LOW
4.5,11.3,17.0,29.5,45.3,31.4,67.9,1012.4,20.2,11.5,1.3,178.5,41.7,5,25.1,LOW,0.37,0.64,HIGH
0.4,1.0,2.0,2.9,4.5,27.3,66.6,1007.2,26.3,24.3,5.4,215.9,40.6,4,45.9,MODERATE,0.16,0.0,LOW
1.1,2.8,4.5,8.8,12.1,33.8,71.1,1006.6,26.4,7.3,1.0,298.7,49.9,4,60.9,MODERATE,0.46,0.99,HIGH
4.6,11.2,18.7,27.5,41.5,31.4,57.5,1012.2,34.8,9.1,9.5,619.8,42.0,4,6.5,LOW,0.12,0.0,LOW
1.5,3.4,5.4,7.8,11.7,30.6,69.3,1003.8,28.7,42.9,0.9,133.7,37.0,1,59.9,MODERATE,0.15,0.0,LOW
1.4,3.3,5.3,7.6,11.2,32.1,62.8,1008.3,39.8,11.9,6.0,1095.8,34.6,6,44.9,MODERATE,0.08,0.0,LOW
12.3,24.2,50.0,82.8,144.3,28.6,73.0,1004.1,33.1,18.1,2.2,310.0,75.8,6,73.5,MODERATE,0.91,1.64,CRITICAL
0.6,1.5,2.9,4.3,5.7,32.1,66.9,1007.3,25.1,4.0,1.0,713.7,33.5,6,27.2,LOW,0.15,0.0,LOW
5.3,12.3,26.7,49.3,88.0,29.1,75.9,1000.0,36.6,5.5,2.1,298.4,60.6,4,110.0,HIGH,0.92,2.07,CRITICAL
0.3,0.7,1.1,2.2,2.8,25.6,90.5,984.3,50.2,2.7,1.2,576.8,39.1,6,120.5,HIGH,0.63,1.41,CRITICAL
3.3,8.8,16.2,25.2,44.6,32.0,72.9,1003.9,36.4,11.9,0.8,35.1,41.2,5,53.2,MODERATE,0.57,0.97,HIGH
3.4,7.8,17.1,30.5,47.9,36.1,60.3,1017.1,24.1,83.0,1.3,625.1,49.5,3,30.2,LOW,0.05,0.0,LOW
0.3,0.8,1.6,2.3,3.8,33.6,57.3,1012.9,24.7,39.3,7.4,297.1,27.1,2,48.4,MODERATE,0.06,0.0,LOW
8.7,22.4,45.1,73.5,102.5,34.1,62.0,1013.2,19.3,20.0,0.7,241.8,61.9,3,25.2,LOW,0.61,0.84,HIGH
6.4,16.4,26.8,42.2,68.7,30.8,57.5,1015.5,25.2,37.5,12.9,60.0,52.3,2,13.9,LOW,0.15,0.0,LOW
